policy_id,line_of_business,exposure_premium,accident_year,development_year,incremental_paid,cumulative_paid,incremental_incurred,cumulative_incurred,reported_year
P0041,Health,96620.26,2005,4,8172.34,53502.02,14037.21,40646.66,2008
P0041,Health,96620.26,2005,5,2669.8,56171.83,3915.08,44561.74,2009
P0041,Health,96620.26,2005,6,16877.33,73049.16,2779.24,47340.98,2010
P0041,Health,96620.26,2005,7,1955.5,75004.66,16027.97,63368.95,2011
P0041,Health,96620.26,2005,8,11555.62,86560.28,7442.69,70811.64,2012
P0041,Health,96620.26,2005,9,4842.54,91402.83,4046.21,74857.85,2013
P0041,Health,96620.26,2005,10,6090.94,97493.76,16620.1,91477.95,2014
P0041,Health,96620.26,2006,1,5908.75,5908.75,25068.69,25068.69,2006
P0041,Health,96620.26,2006,2,2666.8,8575.55,5424.75,30493.44,2007
P0041,Health,96620.26,2006,3,3850.86,12426.41,2573.2,33066.63,2008
P0041,Health,96620.26,2006,4,4491.92,16918.32,7366.03,40432.66,2009
P0041,Health,96620.26,2006,5,7216.71,24135.03,25130.06,65562.72,2010
P0041,Health,96620.26,2006,6,6921.03,31056.07,12303.01,77865.73,2011
P0041,Health,96620.26,2006,7,5236.76,36292.83,17803.36,95669.08,2012
P0041,Health,96620.26,2006,8,26798.67,63091.51,7976.56,103645.65,2013
P0041,Health,96620.26,2006,9,2495.72,65587.22,3745.61,107391.26,2014
P0041,Health,96620.26,2006,10,6090.88,71678.1,7570.78,114962.04,2015
P0041,Health,96620.26,2007,1,8152.59,8152.59,7590.42,7590.42,2007
P0041,Health,96620.26,2007,2,5024.51,13177.1,3523.34,11113.76,2008
P0041,Health,96620.26,2007,3,6620.92,19798.02,20150.7,31264.46,2009
P0041,Health,96620.26,2007,4,10210.21,30008.23,7996.8,39261.26,2010
P0041,Health,96620.26,2007,5,10279.33,40287.55,4241.87,43503.12,2011
P0041,Health,96620.26,2007,6,3503.11,43790.67,3258.6,46761.72,2012
P0041,Health,96620.26,2007,7,4580.18,48370.84,4093.27,50854.99,2013
P0041,Health,96620.26,2007,8,11649.12,60019.96,3943.31,54798.31,2014
P0041,Health,96620.26,2007,9,2850.61,62870.57,21424.86,76223.17,2015
P0041,Health,96620.26,2007,10,3645.43,66516.0,6124.02,82347.19,2016
P0041,Health,96620.26,2008,1,6857.64,6857.64,2482.0,2482.0,2008
P0041,Health,96620.26,2008,2,11873.11,18730.76,8591.14,11073.14,2009
P0041,Health,96620.26,2008,3,14884.3,33615.05,3418.81,14491.95,2010
P0041,Health,96620.26,2008,4,5359.26,38974.31,5653.63,20145.57,2011
P0041,Health,96620.26,2008,5,6014.42,44988.73,1986.79,22132.36,2012
P0041,Health,96620.26,2008,6,5403.37,50392.11,2026.32,24158.68,2013
P0041,Health,96620.26,2008,7,6425.48,56817.59,1239.48,25398.16,2014
P0041,Health,96620.26,2008,8,1367.97,58185.56,9754.53,35152.7,2015
P0041,Health,96620.26,2008,9,3409.79,61595.35,2754.53,37907.23,2016
P0041,Health,96620.26,2008,10,12170.68,73766.03,6917.72,44824.95,2017
P0041,Health,96620.26,2009,1,9206.42,9206.42,4895.8,4895.8,2009
P0041,Health,96620.26,2009,2,32628.23,41834.65,3602.36,8498.16,2010
P0041,Health,96620.26,2009,3,16955.37,58790.03,5268.74,13766.91,2011
P0041,Health,96620.26,2009,4,1570.32,60360.35,7711.73,21478.63,2012
P0041,Health,96620.26,2009,5,6232.46,66592.81,2634.84,24113.47,2013
P0041,Health,96620.26,2009,6,2621.86,69214.67,5405.73,29519.2,2014
P0041,Health,96620.26,2009,7,6386.98,75601.65,975.59,30494.79,2015
P0041,Health,96620.26,2009,8,10450.22,86051.87,3890.74,34385.53,2016
P0041,Health,96620.26,2009,9,1968.39,88020.26,10628.03,45013.56,2017
P0041,Health,96620.26,2009,10,4918.02,92938.28,12885.0,57898.56,2018
P0041,Health,96620.26,2010,1,6793.76,6793.76,5494.17,5494.17,2010
P0041,Health,96620.26,2010,2,4493.03,11286.79,7710.99,13205.17,2011
P0041,Health,96620.26,2010,3,3743.29,15030.08,3028.14,16233.3,2012
P0041,Health,96620.26,2010,4,7662.78,22692.86,4970.93,21204.23,2013
P0041,Health,96620.26,2010,5,5118.88,27811.74,11790.73,32994.96,2014
P0041,Health,96620.26,2010,6,4616.9,32428.64,5558.19,38553.15,2015
P0041,Health,96620.26,2010,7,3286.04,35714.68,7435.5,45988.65,2016
P0041,Health,96620.26,2010,8,6387.34,42102.02,10332.46,56321.12,2017
P0041,Health,96620.26,2010,9,3333.58,45435.6,3991.94,60313.05,2018
P0041,Health,96620.26,2010,10,8705.32,54140.92,6562.01,66875.06,2019
P0041,Health,96620.26,2011,1,2651.39,2651.39,13726.61,13726.61,2011
P0041,Health,96620.26,2011,2,1522.76,4174.15,9523.36,23249.96,2012
P0041,Health,96620.26,2011,3,2062.23,6236.38,20589.89,43839.85,2013
P0041,Health,96620.26,2011,4,1695.91,7932.29,12321.23,56161.08,2014
P0041,Health,96620.26,2011,5,4722.29,12654.58,4255.13,60416.21,2015
P0041,Health,96620.26,2011,6,5692.88,18347.46,8559.81,68976.02,2016
P0041,Health,96620.26,2011,7,2654.77,21002.23,3107.12,72083.15,2017
P0041,Health,96620.26,2011,8,7878.69,28880.91,1664.64,73747.78,2018
P0041,Health,96620.26,2011,9,3321.7,32202.62,46211.51,119959.3,2019
P0041,Health,96620.26,2011,10,2539.15,34741.76,12282.92,132242.22,2020
P0041,Health,96620.26,2012,1,3317.7,3317.7,7854.45,7854.45,2012
P0041,Health,96620.26,2012,2,7904.93,11222.63,12121.95,19976.39,2013
P0041,Health,96620.26,2012,3,4346.02,15568.65,22130.73,42107.13,2014
P0041,Health,96620.26,2012,4,3309.85,18878.5,6479.88,48587.01,2015
P0041,Health,96620.26,2012,5,34505.573123440845,24815.07,22375.679619707862,51094.72,2016
P0041,Health,96620.26,2012,6,4093.2,28908.27,6158.34,57253.06,2017
P0041,Health,96620.26,2012,7,3694.9,32603.17,30368.17,87621.23,2018
P0041,Health,96620.26,2012,8,2779.86,35383.03,12557.84,100179.07,2019
P0041,Health,96620.26,2012,9,9106.24,44489.27,5446.89,105625.96,2020
P0041,Health,96620.26,2012,10,2728.61,47217.88,3212.24,108838.2,2021
P0041,Health,96620.26,2013,1,3479.4,3479.4,1575.75,1575.75,2013
P0041,Health,96620.26,2013,2,2476.91,5956.31,1948.41,3524.16,2014
P0041,Health,96620.26,2013,3,12826.98,18783.29,8479.67,12003.83,2015
P0041,Health,96620.26,2013,4,8667.84,27451.13,8305.6,20309.43,2016
P0041,Health,96620.26,2013,5,5619.91,33071.04,15290.39,35599.82,2017
P0041,Health,96620.26,2013,6,3260.58,36331.62,5926.4,41526.22,2018
P0041,Health,96620.26,2013,7,8434.91,44766.53,2181.26,43707.48,2019
P0041,Health,96620.26,2013,8,43686.98,88453.51,5611.09,49318.56,2020
P0041,Health,96620.26,2013,9,5522.5,93976.01,13257.49,62576.05,2021
P0041,Health,96620.26,2013,10,9486.85,103462.86,5648.57,68224.63,2022
P0041,Health,96620.26,2014,1,5476.84,5476.84,1919.08,1919.08,2014
P0041,Health,96620.26,2014,2,3386.89,8863.73,7899.47,9818.54,2015
P0041,Health,96620.26,2014,3,6822.07,15685.8,12930.18,22748.72,2016
P0041,Health,96620.26,2014,4,4595.54,20281.34,2082.66,24831.39,2017
P0041,Health,96620.26,2014,5,10476.65,30758.0,15029.44,39860.82,2018
P0041,Health,96620.26,2014,6,9376.52,40134.52,4904.75,44765.57,2019
P0041,Health,96620.26,2014,7,10386.51,50521.03,60641.86,105407.43,2020
P0041,Health,96620.26,2014,8,5419.72,55940.76,2195.77,107603.2,2021
P0041,Health,96620.26,2014,9,3316.93,59257.68,8521.41,116124.61,2022
P0041,Health,96620.26,2014,10,1625.92,60883.6,6192.45,122317.06,2023
P0041,Health,96620.26,2015,1,6525.21,6525.21,16108.28,16108.28,2015
P0041,Health,96620.26,2015,2,12510.58,19035.79,10074.0,26182.27,2016
P0041,Health,96620.26,2015,3,1100.28,20136.07,10480.17,36662.45,2017
P0041,Health,96620.26,2015,4,8193.14,28329.21,6579.17,43241.62,2018
P0041,Health,96620.26,2015,5,1489.26,29818.47,3193.15,46434.77,2019
P0041,Health,96620.26,2015,6,2209.27,32027.74,1342.11,47776.88,2020
P0041,Health,96620.26,2015,7,4989.81,37017.55,3146.44,50923.32,2021
P0041,Health,96620.26,2015,8,31410.8,68428.35,4887.14,55810.46,2022
P0041,Health,96620.26,2015,9,12367.41,80795.76,1833.78,57644.24,2023
P0041,Health,96620.26,2015,10,3450.0,84245.77,5886.0,63530.24,2024
P0041,Health,96620.26,2016,1,2647.8,2647.8,4092.71,4092.71,2016
P0041,Health,96620.26,2016,2,4292.51,6940.32,4669.32,8762.03,2017
P0041,Health,96620.26,2016,3,18320.5,25260.82,7167.14,15929.17,2018
P0041,Health,96620.26,2016,4,6994.3,32255.12,8024.56,23953.72,2019
P0041,Health,96620.26,2016,5,7677.36,39932.48,5189.97,29143.69,2020
P0041,Health,96620.26,2016,6,3994.49,43926.97,6181.24,35324.93,2021
P0041,Health,96620.26,2016,7,11236.87,55163.85,12098.9,47423.83,2022
P0041,Health,96620.26,2016,8,4225.59,59389.44,9414.38,56838.22,2023
P0041,Health,96620.26,2016,9,4363.3,63752.74,5631.96,62470.18,2024
P0041,Health,96620.26,2016,10,3589.35,67342.09,4843.3,67313.48,2025
P0041,Health,96620.26,2017,1,12786.23,12786.23,5867.58,5867.58,2017
P0041,Health,96620.26,2017,2,5496.63,18282.86,1997.1,7864.68,2018
P0041,Health,96620.26,2017,3,4026.78,22309.65,4645.17,12509.85,2019
P0041,Health,96620.26,2017,4,2798.37,25108.02,5584.05,18093.9,2020
P0041,Health,96620.26,2017,5,3702.51,28810.52,5816.77,23910.67,2021
P0041,Health,96620.26,2017,6,5443.87,34254.39,2817.13,26727.8,2022
P0041,Health,96620.26,2017,7,3782.35,38036.75,5806.11,32533.91,2023
P0041,Health,96620.26,2017,8,11455.24,49491.99,6582.74,39116.65,2024
P0041,Health,96620.26,2017,9,3145.85,52637.84,7272.15,46388.8,2025
P0041,Health,96620.26,2017,10,16522.48,69160.32,10448.33,56837.13,2026
P0041,Health,96620.26,2018,1,7335.36,7335.36,9140.01,9140.01,2018
P0041,Health,96620.26,2018,2,128894.9078465277,21035.5,69762.84714100734,20817.78,2019
P0041,Health,96620.26,2018,3,7434.79,28470.29,11620.81,32438.59,2020
P0041,Health,96620.26,2018,4,2344.99,30815.28,1921.61,34360.2,2021
P0041,Health,96620.26,2018,5,5581.22,36396.5,5770.88,40131.08,2022
P0041,Health,96620.26,2018,6,3416.79,39813.29,9804.53,49935.61,2023
P0041,Health,96620.26,2018,7,1357.21,41170.5,3782.58,53718.19,2024
P0041,Health,96620.26,2018,8,3560.74,44731.24,1749.51,55467.7,2025
P0041,Health,96620.26,2018,9,14235.65,58966.89,2124.01,57591.71,2026
P0041,Health,96620.26,2018,10,3312.16,62279.05,10384.7,67976.41,2027
P0041,Health,96620.26,2019,1,7859.08,7859.08,2532.04,2532.04,2019
P0041,Health,96620.26,2019,2,8062.15,15921.23,6736.88,9268.92,2020
P0041,Health,96620.26,2019,3,244310.28332337382,41520.48,43838.923815337504,16566.24,2021
P0041,Health,96620.26,2019,4,4529.31,46049.79,3019.82,19586.06,2022
P0041,Health,96620.26,2019,5,2969.72,49019.51,3085.49,22671.55,2023
P0041,Health,96620.26,2019,6,13055.47,62074.98,5569.62,28241.17,2024
P0041,Health,96620.26,2019,7,7426.92,69501.9,15874.62,44115.79,2025
P0041,Health,96620.26,2019,8,959.36,70461.26,13463.2,57578.99,2026
P0041,Health,96620.26,2019,9,5197.7,75658.96,7457.96,65036.95,2027
P0041,Health,96620.26,2019,10,2799.82,78458.78,3241.9,68278.85,2028
P0041,Health,96620.26,2020,1,7040.15,7040.15,29194.1,29194.1,2020
P0041,Health,96620.26,2020,2,10092.14,17132.3,13337.96,42532.06,2021
P0041,Health,96620.26,2020,3,4371.2,21503.49,3613.24,46145.3,2022
P0041,Health,96620.26,2020,4,2894.68,24398.17,3907.73,50053.03,2023
P0041,Health,96620.26,2020,5,1188.26,25586.43,3311.18,53364.21,2024
P0041,Health,96620.26,2020,6,3377.69,28964.12,4864.66,58228.87,2025
P0041,Health,96620.26,2020,7,5483.06,34447.18,7088.43,65317.3,2026
P0041,Health,96620.26,2020,8,4948.03,39395.21,3661.01,68978.31,2027
P0041,Health,96620.26,2020,9,1265.02,40660.23,3676.76,72655.07,2028
P0041,Health,96620.26,2020,10,2531.27,43191.5,7621.66,80276.73,2029
P0042,Health,32660.41,2005,1,9449.29,9449.29,10609.48,10609.48,2005
P0042,Health,32660.41,2005,2,8493.53,17942.82,5009.22,15618.7,2006
P0042,Health,32660.41,2005,3,3469.7,21412.52,3260.16,18878.86,2007
P0042,Health,32660.41,2005,4,1740.53,23153.05,11012.66,29891.52,2008
P0042,Health,32660.41,2005,5,4424.42,27577.47,2298.62,32190.14,2009
P0042,Health,32660.41,2005,6,2803.57,30381.04,2997.76,35187.91,2010
P0042,Health,32660.41,2005,7,5152.88,35533.92,11611.26,46799.17,2011
P0042,Health,32660.41,2005,8,3919.03,39452.95,1136.52,47935.69,2012
P0042,Health,32660.41,2005,9,4379.84,43832.79,4930.36,52866.05,2013
P0042,Health,32660.41,2005,10,4271.62,48104.41,3544.95,56411.01,2014
P0042,Health,32660.41,2006,1,5822.01,5822.01,5760.63,5760.63,2006
P0042,Health,32660.41,2006,2,4913.84,10735.85,7341.9,13102.53,2007
P0042,Health,32660.41,2006,3,3700.82,14436.68,3912.35,17014.88,2008
P0042,Health,32660.41,2006,4,13138.2,27574.88,8135.99,25150.86,2009
P0042,Health,32660.41,2006,5,8920.04,36494.92,12974.96,38125.82,2010
P0042,Health,32660.41,2006,6,7225.37,43720.29,10534.13,48659.95,2011
P0042,Health,32660.41,2006,7,1655.16,45375.45,6344.93,55004.88,2012
P0042,Health,32660.41,2006,8,4399.69,49775.14,17798.73,72803.6,2013
P0042,Health,32660.41,2006,9,9571.5,59346.64,3537.56,76341.16,2014
P0042,Health,32660.41,2006,10,39386.40230737016,65837.49,52382.89498262155,82526.15,2015
P0042,Health,32660.41,2007,1,6872.1,6872.1,2695.43,2695.43,2007
P0042,Health,32660.41,2007,2,6433.05,13305.16,4688.17,7383.6,2008
P0042,Health,32660.41,2007,3,6093.07,19398.23,3312.42,10696.02,2009
P0042,Health,32660.41,2007,4,3319.76,22717.99,12508.86,23204.88,2010
P0042,Health,32660.41,2007,5,2394.93,25112.93,2774.08,25978.97,2011
P0042,Health,32660.41,2007,6,4822.69,29935.61,3204.08,29183.04,2012
P0042,Health,32660.41,2007,7,2691.01,32626.62,5919.79,35102.84,2013
P0042,Health,32660.41,2007,8,1743.5,34370.12,2716.04,37818.88,2014
P0042,Health,32660.41,2007,9,21058.51,55428.63,7586.58,45405.45,2015
P0042,Health,32660.41,2007,10,2964.9,58393.53,7370.6,52776.05,2016
P0042,Health,32660.41,2008,1,7437.76,7437.76,11032.42,11032.42,2008
P0042,Health,32660.41,2008,2,4574.19,12011.94,10894.92,21927.34,2009
P0042,Health,32660.41,2008,3,1200.24,13212.19,2625.66,24553.0,2010
P0042,Health,32660.41,2008,4,31716.29349036482,18819.93,62181.71305074313,31480.45,2011
P0042,Health,32660.41,2008,5,2641.09,21461.02,6595.2,38075.65,2012
P0042,Health,32660.41,2008,6,3230.86,24691.88,4530.7,42606.35,2013
P0042,Health,32660.41,2008,7,10244.9,34936.78,10391.67,52998.02,2014
P0042,Health,32660.41,2008,8,2488.04,37424.82,2623.93,55621.95,2015
P0042,Health,32660.41,2008,9,3749.48,41174.3,5397.98,61019.93,2016
P0042,Health,32660.41,2008,10,3154.75,44329.05,11395.26,72415.19,2017
P0042,Health,32660.41,2009,1,6376.45,6376.45,7308.28,7308.28,2009
P0042,Health,32660.41,2009,2,2060.32,8436.76,12451.63,19759.91,2010
P0042,Health,32660.41,2009,3,694.42,9131.18,9860.99,29620.9,2011
P0042,Health,32660.41,2009,4,9616.27,18747.45,4063.59,33684.49,2012
P0042,Health,32660.41,2009,5,12188.28,30935.73,5262.36,38946.85,2013
P0042,Health,32660.41,2009,6,5223.36,36159.09,6975.6,45922.45,2014
P0042,Health,32660.41,2009,7,46527.35,82686.44,14095.45,60017.9,2015
P0042,Health,32660.41,2009,8,8168.05,90854.49,2903.12,62921.02,2016
P0042,Health,32660.41,2009,9,5528.69,96383.18,3112.92,66033.94,2017
P0042,Health,32660.41,2009,10,8889.9,105273.07,6068.28,72102.22,2018
P0042,Health,32660.41,2010,1,2275.67,2275.67,5821.37,5821.37,2010
P0042,Health,32660.41,2010,2,2758.94,5034.6,6114.11,11935.48,2011
P0042,Health,32660.41,2010,3,2740.34,7774.95,5606.85,17542.33,2012
P0042,Health,32660.41,2010,4,8455.07,16230.02,5299.5,22841.83,2013
P0042,Health,32660.41,2010,5,3803.1,20033.12,6341.03,29182.86,2014
P0042,Health,32660.41,2010,6,8145.5,28178.62,2533.8,31716.66,2015
P0042,Health,32660.41,2010,7,6000.83,34179.45,13832.58,45549.24,2016
P0042,Health,32660.41,2010,8,7470.77,41650.22,5726.91,51276.15,2017
P0042,Health,32660.41,2010,9,7824.46,49474.67,7549.61,58825.75,2018
P0042,Health,32660.41,2010,10,8473.63,57948.3,1333.75,60159.51,2019
P0042,Health,32660.41,2011,1,1685.43,1685.43,11113.14,11113.14,2011
P0042,Health,32660.41,2011,2,1743.23,3428.66,7285.06,18398.2,2012
P0042,Health,32660.41,2011,3,3907.91,7336.57,2738.51,21136.71,2013
P0042,Health,32660.41,2011,4,6386.54,13723.11,6331.08,27467.8,2014
P0042,Health,32660.41,2011,5,21904.19,35627.3,3551.54,31019.33,2015
P0042,Health,32660.41,2011,6,13701.63,49328.93,7038.85,38058.18,2016
P0042,Health,32660.41,2011,7,3147.86,52476.79,9623.62,47681.8,2017
P0042,Health,32660.41,2011,8,7429.47,59906.26,5639.74,53321.54,2018
P0042,Health,32660.41,2011,9,6024.56,65930.83,3621.39,56942.93,2019
P0042,Health,32660.41,2011,10,2804.95,68735.78,9359.18,66302.11,2020
P0042,Health,32660.41,2012,1,4274.56,4274.56,5200.16,5200.16,2012
P0042,Health,32660.41,2012,2,6081.87,10356.43,6622.35,11822.51,2013
P0042,Health,32660.41,2012,3,1838.43,12194.86,13532.91,25355.42,2014
P0042,Health,32660.41,2012,4,5442.65,17637.5,4772.6,30128.02,2015
P0042,Health,32660.41,2012,5,6760.05,24397.55,6490.42,36618.44,2016
P0042,Health,32660.41,2012,6,8553.85,32951.4,8015.18,44633.62,2017
P0042,Health,32660.41,2012,7,8264.18,41215.58,14160.32,58793.94,2018
P0042,Health,32660.41,2012,8,9281.05,50496.64,4915.57,63709.51,2019
P0042,Health,32660.41,2012,9,2278.25,52774.89,17675.98,81385.49,2020
P0042,Health,32660.41,2012,10,4233.51,57008.4,3949.44,85334.93,2021
P0042,Health,32660.41,2013,1,1482.5,1482.5,6970.45,6970.45,2013
P0042,Health,32660.41,2013,2,5549.23,7031.73,1904.4,8874.85,2014
P0042,Health,32660.41,2013,3,6867.02,13898.74,3880.69,12755.54,2015
P0042,Health,32660.41,2013,4,32873.22,46771.96,3692.1,16447.64,2016
P0042,Health,32660.41,2013,5,3686.96,50458.93,2981.44,19429.08,2017
P0042,Health,32660.41,2013,6,12230.73,62689.65,4236.79,23665.86,2018
P0042,Health,32660.41,2013,7,3010.17,65699.83,9021.55,32687.42,2019
P0042,Health,32660.41,2013,8,1902.54,67602.37,8519.23,41206.64,2020
P0042,Health,32660.41,2013,9,17399.09,85001.46,8177.39,49384.04,2021
P0042,Health,32660.41,2013,10,7814.39,92815.85,10112.68,59496.72,2022
P0042,Health,32660.41,2014,1,16547.48,16547.48,12828.56,12828.56,2014
P0042,Health,32660.41,2014,2,6801.93,23349.41,10355.03,23183.59,2015
P0042,Health,32660.41,2014,3,2689.31,26038.71,9470.23,32653.82,2016
P0042,Health,32660.41,2014,4,2473.29,28512.0,4253.88,36907.7,2017
P0042,Health,32660.41,2014,5,577.9,29089.9,7284.5,44192.2,2018
P0042,Health,32660.41,2014,6,3185.88,32275.78,11971.75,56163.95,2019
P0042,Health,32660.41,2014,7,6570.39,38846.17,12080.77,68244.73,2020
P0042,Health,32660.41,2014,8,2341.8,41187.97,11377.28,79622.01,2021
P0042,Health,32660.41,2014,9,21835.51,63023.47,9390.13,89012.13,2022
P0042,Health,32660.41,2014,10,8694.43,71717.9,6193.29,95205.42,2023
P0042,Health,32660.41,2015,1,3463.12,3463.12,9370.65,9370.65,2015
P0042,Health,32660.41,2015,2,1742.25,5205.37,4105.47,13476.12,2016
P0042,Health,32660.41,2015,3,1447.3,6652.67,3360.83,16836.95,2017
P0042,Health,32660.41,2015,4,7837.1,14489.78,7834.39,24671.35,2018
P0042,Health,32660.41,2015,5,5181.41,19671.19,6196.77,30868.12,2019
P0042,Health,32660.41,2015,6,1335.54,21006.72,4237.42,35105.54,2020
P0042,Health,32660.41,2015,7,3103.38,24110.1,3467.4,38572.94,2021
P0042,Health,32660.41,2015,8,7607.56,31717.67,3011.36,41584.31,2022
P0042,Health,32660.41,2015,9,3274.49,34992.15,1276.09,42860.4,2023
P0042,Health,32660.41,2015,10,4069.63,39061.78,2568.35,45428.74,2024
P0042,Health,32660.41,2016,1,5285.04,5285.04,2826.31,2826.31,2016
P0042,Health,32660.41,2016,2,5379.62,10664.66,4970.24,7796.55,2017
P0042,Health,32660.41,2016,3,16116.88,26781.54,7789.69,15586.24,2018
P0042,Health,32660.41,2016,4,1379.46,28161.0,2268.97,17855.21,2019
P0042,Health,32660.41,2016,5,5197.01,33358.01,2868.69,20723.9,2020
P0042,Health,32660.41,2016,6,625.99,33984.0,14145.98,34869.88,2021
P0042,Health,32660.41,2016,7,8277.94,42261.94,7920.32,42790.2,2022
P0042,Health,32660.41,2016,8,3268.44,45530.38,7419.58,50209.77,2023
P0042,Health,32660.41,2016,9,3053.8,48584.18,6348.05,56557.83,2024
P0042,Health,32660.41,2016,10,2624.87,51209.04,15897.31,72455.14,2025
P0042,Health,32660.41,2017,1,1665.74,1665.74,13031.2,13031.2,2017
P0042,Health,32660.41,2017,2,5138.08,6803.82,3904.47,16935.67,2018
P0042,Health,32660.41,2017,3,5620.05,12423.87,9189.78,26125.45,2019
P0042,Health,32660.41,2017,4,13015.76,25439.62,6847.94,32973.39,2020
P0042,Health,32660.41,2017,5,2680.36,28119.98,5718.4,38691.79,2021
P0042,Health,32660.41,2017,6,17835.54,45955.53,14127.49,52819.28,2022
P0042,Health,32660.41,2017,7,79245.24195132265,55401.35,92490.66804065416,62418.96,2023
P0042,Health,32660.41,2017,8,8158.44,63559.79,12377.45,74796.41,2024
P0042,Health,32660.41,2017,9,3632.05,67191.84,2130.14,76926.55,2025
P0042,Health,32660.41,2017,10,5247.44,72439.28,3103.22,80029.77,2026
P0042,Health,32660.41,2018,1,2389.12,2389.12,3321.95,3321.95,2018
P0042,Health,32660.41,2018,2,28478.73,30867.85,6049.86,9371.81,2019
P0042,Health,32660.41,2018,3,6441.58,37309.43,2337.53,11709.34,2020
P0042,Health,32660.41,2018,4,1375.49,38684.92,3100.03,14809.37,2021
P0042,Health,32660.41,2018,5,13683.28,52368.2,6949.99,21759.37,2022
P0042,Health,32660.41,2018,6,7602.33,59970.53,9223.41,30982.77,2023
P0042,Health,32660.41,2018,7,3305.19,63275.72,14531.58,45514.35,2024
P0042,Health,32660.41,2018,8,3210.65,66486.36,14718.58,60232.93,2025
P0042,Health,32660.41,2018,9,6814.48,73300.84,1572.11,61805.04,2026
P0042,Health,32660.41,2018,10,2961.9,76262.74,1576.63,63381.67,2027
P0042,Health,32660.41,2019,1,11287.95,11287.95,5405.59,5405.59,2019
P0042,Health,32660.41,2019,2,6297.575229434262,12338.79,50964.97319628164,12560.3,2020
P0042,Health,32660.41,2019,3,3432.96,15771.75,1946.6,14506.9,2021
P0042,Health,32660.41,2019,4,16183.85,31955.6,5928.96,20435.86,2022
P0042,Health,32660.41,2019,5,4071.6,36027.2,4158.48,24594.34,2023
P0042,Health,32660.41,2019,6,1733.5,37760.7,2206.84,26801.18,2024
P0042,Health,32660.41,2019,7,12291.15,50051.85,3947.29,30748.47,2025
P0042,Health,32660.41,2019,8,5077.84,55129.69,1314.84,32063.31,2026
P0042,Health,32660.41,2019,9,1987.29,57116.98,8428.48,40491.79,2027
P0042,Health,32660.41,2019,10,6513.23,63630.21,18767.2,59258.99,2028
P0042,Health,32660.41,2020,1,12800.8,12800.8,4679.78,4679.78,2020
P0042,Health,32660.41,2020,2,6962.27,19763.06,4406.7,9086.47,2021
P0042,Health,32660.41,2020,3,21069.04,40832.11,12293.35,21379.82,2022
P0042,Health,32660.41,2020,4,5630.61,46462.72,6328.25,27708.08,2023
P0042,Health,32660.41,2020,5,13747.17,60209.89,8251.98,35960.05,2024
P0042,Health,32660.41,2020,6,14886.84,75096.73,1184.35,37144.4,2025
P0042,Health,32660.41,2020,7,6905.36,82002.08,3834.13,40978.54,2026
P0042,Health,32660.41,2020,8,17096.99,99099.08,16235.94,57214.48,2027
P0042,Health,32660.41,2020,9,5116.26,104215.33,16114.02,73328.5,2028
P0042,Health,32660.41,2020,10,17419.98,121635.32,5794.06,79122.55,2029
P0043,Casualty,54752.37,2005,1,45141.19,45141.19,8609.04,8609.04,2005
P0043,Casualty,54752.37,2005,2,6884.53,52025.72,16132.93,24741.97,2006
P0043,Casualty,54752.37,2005,3,6245.04,58270.77,9341.71,34083.68,2007
P0043,Casualty,54752.37,2005,4,21456.89,79727.65,8919.19,43002.87,2008
P0043,Casualty,54752.37,2005,5,2442.27,82169.92,11380.2,54383.07,2009
P0043,Casualty,54752.37,2005,6,4913.74,87083.67,16126.14,70509.21,2010
P0043,Casualty,54752.37,2005,7,13023.75,100107.41,24648.89,95158.11,2011
P0043,Casualty,54752.37,2005,8,141182.39140667478,115207.71,186786.31605995874,114034.7,2012
P0043,Casualty,54752.37,2005,9,5008.19,120215.9,15448.97,129483.67,2013
P0043,Casualty,54752.37,2005,10,31733.01,151948.91,5434.12,134917.79,2014
P0043,Casualty,54752.37,2006,1,28198.21,28198.21,5990.69,5990.69,2006
P0043,Casualty,54752.37,2006,2,4406.42,32604.62,10827.53,16818.22,2007
P0043,Casualty,54752.37,2006,3,13204.78,45809.4,16659.44,33477.66,2008
P0043,Casualty,54752.37,2006,4,4080.45,49889.85,11928.49,45406.15,2009
P0043,Casualty,54752.37,2006,5,4950.82,54840.67,3103.42,48509.57,2010
P0043,Casualty,54752.37,2006,6,4175.88,59016.56,5202.41,53711.98,2011
P0043,Casualty,54752.37,2006,7,11525.46,70542.01,19713.45,73425.43,2012
P0043,Casualty,54752.37,2006,8,2852.5,73394.52,11258.51,84683.95,2013
P0043,Casualty,54752.37,2006,9,3510.48,76905.0,13668.74,98352.69,2014
P0043,Casualty,54752.37,2006,10,5173.4,82078.4,4215.72,102568.41,2015
P0043,Casualty,54752.37,2007,1,14002.09,14002.09,5835.18,5835.18,2007
P0043,Casualty,54752.37,2007,2,6412.61,20414.7,1860.34,7695.52,2008
P0043,Casualty,54752.37,2007,3,15518.42,35933.12,15633.06,23328.58,2009
P0043,Casualty,54752.37,2007,4,8030.62,43963.74,3020.57,26349.15,2010
P0043,Casualty,54752.37,2007,5,18652.87,62616.61,5519.94,31869.09,2011
P0043,Casualty,54752.37,2007,6,5824.62,68441.23,44397.47,76266.57,2012
P0043,Casualty,54752.37,2007,7,4888.55,73329.79,14795.14,91061.7,2013
P0043,Casualty,54752.37,2007,8,11856.85,85186.64,11563.72,102625.42,2014
